Chrom	Start	End	Bailey	C431	C99R	CC41	CC477	CC812	Florida07	GA12Y	GPNCWS17	Georganic	IAC322	ICG1471	Lariat	Marc1	NC94022	NMVal.1	NMVal.2	TifNV	York
chr06	67820000	67830000	1	1	1	1	1	1	0	1	2	1	2	1	1	1	1	1	2	0	1
chr06	67830000	67840000	3	1	1	3	3	3	1	1	1	1	1	3	3	1	3	1	3	1	3
chr06	67840000	67850000	2	0	0	2	2	3	0	0	0	0	0	2	2	0	2	0	2	0	2
chr06	67850000	67860000	5	2	2	5	6	2	2	2	2	2	2	5	5	2	5	2	6	2	5
chr06	67860000	67870000	4	0	0	4	4	3	0	0	1	0	1	4	4	0	4	0	3	0	4
chr06	67870000	67880000	1	0	0	1	1	1	0	0	0	0	0	2	1	0	2	1	3	0	1
chr06	67880000	67890000	3	1	1	3	2	3	1	1	1	1	1	2	3	1	3	1	3	1	3
chr06	67890000	67900000	2	0	0	2	2	0	0	0	0	0	0	3	2	0	2	0	2	0	2
chr06	67900000	67910000	2	0	0	2	2	0	0	1	1	0	1	3	2	1	2	0	2	0	2
chr06	67910000	67920000	4	0	0	4	4	1	0	0	0	0	0	4	4	0	4	0	3	0	4
chr06	67920000	67930000	6	0	0	6	5	1	0	0	0	0	0	5	6	0	6	0	6	0	5
chr06	67930000	67940000	2	0	0	2	2	0	0	0	0	0	0	3	2	0	2	0	1	0	2
chr06	67940000	67950000	2	0	0	2	2	1	0	0	0	0	0	2	2	0	2	0	2	0	2
chr06	67950000	67960000	3	1	1	4	3	4	1	1	2	1	2	3	3	1	3	1	4	1	3
chr06	67960000	67970000	6	0	0	6	7	0	0	0	0	0	0	6	6	0	6	0	6	0	6
chr06	67970000	67980000	4	1	1	4	4	2	1	1	1	1	1	4	4	1	4	1	3	1	4
chr06	67980000	67990000	1	0	0	2	1	0	0	0	0	0	0	1	1	0	1	0	1	0	1
chr06	67990000	68000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
chr06	68000000	68010000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr06	68010000	68020000	2	1	1	2	2	1	1	1	1	1	1	2	2	1	2	1	3	1	2
chr06	68020000	68030000	2	0	0	2	2	1	0	0	0	0	0	2	2	0	2	1	4	0	2
chr06	68030000	68040000	14	14	14	14	15	14	45	14	14	14	14	15	14	14	14	14	16	14	14
chr06	68040000	68050000	7	3	3	7	7	9	3	3	5	3	5	7	7	3	7	3	8	3	7
chr06	68050000	68060000	2	0	0	2	2	3	0	0	0	0	0	3	2	0	2	0	2	0	2
chr06	68060000	68070000	2	0	0	2	2	1	0	0	1	0	1	2	2	0	2	0	2	0	2
chr06	68070000	68080000	3	0	0	3	2	1	0	0	0	0	0	3	3	0	3	0	2	0	3
chr06	68080000	68090000	3	0	0	3	3	1	0	0	0	0	0	2	3	0	3	0	1	0	3
chr06	68090000	68100000	7	0	0	7	7	1	0	0	0	0	0	7	7	0	7	0	10	1	7
chr06	68100000	68110000	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0
chr06	68110000	68120000	1	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	2	0	1
chr06	68120000	68130000	3	0	0	3	3	2	0	0	0	0	0	3	3	0	3	0	4	0	3
chr06	68130000	68140000	3	0	0	3	3	3	0	0	1	0	1	3	3	0	3	0	4	0	3
chr06	68140000	68150000	1	0	0	1	1	1	0	0	0	0	0	1	1	0	1	0	2	0	1
chr06	68150000	68160000	3	0	0	3	3	0	0	0	1	0	1	3	3	0	3	0	5	0	3
chr06	68160000	68170000	3	0	0	3	3	3	0	0	0	0	0	3	3	0	3	0	5	0	3
chr06	68170000	68180000	2	0	1	2	1	0	0	0	0	0	1	2	3	0	2	0	1	0	3
chr06	68180000	68190000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr06	68190000	68200000	3	0	0	3	2	2	0	0	0	0	0	2	3	0	3	0	2	0	3
chr06	68200000	68210000	2	0	1	2	2	0	1	0	1	0	1	2	2	0	2	1	4	1	2
chr06	68210000	68220000	2	0	0	2	2	2	0	0	0	0	0	2	2	0	2	0	4	0	2
chr06	68220000	68230000	9	1	1	9	9	2	1	1	1	1	1	9	9	1	9	1	8	1	9
chr06	68230000	68240000	3	0	0	3	3	1	0	0	2	0	2	3	3	0	3	0	3	0	3
chr06	68240000	68250000	3	0	0	3	3	2	0	0	0	0	0	3	3	0	3	0	4	0	3
chr06	68250000	68260000	1	0	0	1	1	2	0	0	0	0	0	1	1	0	1	0	2	0	1
chr06	68260000	68270000	2	1	1	2	2	2	1	1	1	1	1	2	2	1	2	1	4	1	2
chr06	68270000	68280000	1	0	0	1	1	0	0	0	0	0	0	2	1	0	1	0	1	0	1
chr06	68280000	68290000	2	0	0	2	2	2	0	0	0	0	0	2	2	0	2	0	2	0	2
chr06	68290000	68300000	2	0	0	2	2	1	0	0	0	0	0	2	2	0	2	0	3	0	2
chr06	68300000	68310000	2	0	0	2	2	2	0	0	1	0	1	1	2	0	2	0	2	0	2
chr06	68310000	68320000	7	2	2	7	7	4	3	3	3	3	3	7	7	3	7	3	7	3	7
chr06	68320000	68330000	3	0	0	3	3	0	1	0	0	0	0	3	3	0	3	0	3	0	3
chr06	68330000	68340000	4	2	1	4	3	3	1	1	3	1	3	4	4	1	4	2	6	1	4
chr06	68340000	68350000	2	0	0	3	2	1	0	0	0	0	0	2	2	0	2	0	2	0	2
chr06	68350000	68360000	2	0	0	2	2	1	0	0	0	0	0	2	2	0	2	0	4	0	2
chr06	68360000	68370000	109	0	0	2	2	1	0	0	0	0	0	2	2	0	2	0	3	0	2
chr06	68370000	68380000	126	3	3	7	7	5	3	3	4	3	4	8	7	3	7	3	7	3	7
chr06	68380000	68390000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr06	68390000	68400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr06	68400000	68410000	48	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41
chr06	68410000	68420000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr06	68420000	68430000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr06	68430000	68440000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr06	68440000	68450000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr06	68450000	68460000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr06	68460000	68470000	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr06	68470000	68480000	54	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	4	0	0
chr06	68480000	68490000	3	0	0	3	3	1	0	0	2	0	2	3	3	0	3	0	7	0	3
chr06	68490000	68500000	1	0	0	6	1	0	0	0	0	0	0	1	1	0	1	0	2	0	2
chr06	68500000	68510000	7	0	0	7	7	1	0	0	0	0	0	7	7	0	7	0	5	0	7
chr06	68510000	68520000	6	0	0	6	5	1	0	1	1	0	1	5	5	1	6	0	6	0	6
chr06	68520000	68530000	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	2	0	1
chr06	68530000	68540000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr06	68540000	68550000	4	0	0	4	4	0	0	0	0	0	0	5	4	0	4	0	3	0	4
chr06	68550000	68560000	2	0	0	2	2	1	0	0	1	0	1	2	2	0	2	0	3	0	2
chr06	68560000	68570000	3	0	0	3	3	27	0	0	0	0	0	3	3	0	3	0	5	0	3
chr06	68570000	68580000	3	0	1	3	4	6	1	0	0	0	0	3	3	0	3	1	3	1	3
chr06	68580000	68590000	3	0	0	3	3	0	0	0	0	0	0	3	3	0	3	0	4	0	3
chr06	68590000	68600000	3	0	0	3	3	0	0	0	0	0	0	3	3	0	3	0	5	0	3
chr06	68600000	68610000	3	0	0	3	3	1	0	0	0	0	0	3	3	0	3	0	4	0	3
chr06	68610000	68620000	5	1	1	5	5	1	1	1	1	1	1	4	5	1	5	1	3	1	5
chr06	68620000	68630000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr06	68630000	68640000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr06	68640000	68650000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
chr06	68650000	68660000	2	0	0	2	3	2	0	0	0	0	0	3	2	0	2	0	3	0	2
chr06	68660000	68670000	4	0	0	4	4	2	0	0	0	0	0	4	4	0	4	0	4	0	4
chr06	68670000	68680000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
chr06	68680000	68690000	2	0	1	2	2	0	1	0	0	0	0	2	2	0	2	1	2	1	2
chr06	68690000	68700000	4	0	0	4	4	1	0	0	0	0	0	4	4	0	4	0	5	0	4
chr06	68700000	68710000	5	1	1	5	5	3	1	1	4	1	4	5	5	1	5	1	6	1	5
chr06	68710000	68720000	17	13	13	17	17	14	13	13	13	13	13	17	17	13	17	13	14	13	17
chr06	68720000	68730000	4	0	0	4	4	0	0	0	0	0	0	3	4	0	4	0	3	0	4
chr06	68730000	68740000	2	0	0	2	2	1	0	0	0	0	0	2	2	0	2	0	2	0	2
chr06	68740000	68750000	2	0	0	2	1	0	0	0	0	0	0	1	2	0	2	0	0	0	2
chr06	68750000	68760000	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	2	0	1
chr06	68760000	68770000	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0
chr06	68770000	68780000	5	0	1	5	5	1	1	0	0	0	0	6	5	0	5	1	3	1	5
chr06	68780000	68790000	4	0	0	4	4	2	0	0	0	0	0	4	4	0	4	0	4	0	4
chr06	68790000	68800000	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	1	2	0	1
chr06	68800000	68810000	2	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	2	1	2
chr06	68810000	68820000	2	0	0	2	2	1	0	0	2	0	2	2	2	0	2	0	3	0	2
chr06	68820000	68830000	3	0	0	3	4	0	0	0	1	0	1	3	3	0	3	0	3	0	3
chr06	68830000	68840000	1	0	0	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0	1
chr06	68840000	68850000	4	0	0	4	4	0	0	0	0	0	0	4	4	0	4	0	2	0	4
chr06	68850000	68860000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr06	68860000	68870000	6	0	0	6	6	0	0	0	0	0	0	5	6	0	6	0	6	0	6
chr06	68870000	68880000	1	0	0	1	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1
chr06	68880000	68890000	5	5	5	5	5	6	5	5	5	6	5	5	6	5	5	5	6	5	5
chr06	68890000	68900000	21	20	20	21	21	21	20	20	20	20	20	21	21	20	21	20	21	20	21
chr06	68900000	68910000	7	0	0	7	7	1	0	0	0	0	0	7	7	0	7	0	5	0	7
chr06	68910000	68920000	2	0	0	2	2	1	0	0	1	0	1	3	2	0	2	0	4	0	2
chr06	68920000	68930000	3	0	0	3	3	3	0	0	0	0	0	3	3	0	4	0	6	0	3
chr06	68930000	68940000	6	0	0	6	6	0	0	0	0	0	0	6	6	0	6	0	0	0	6
chr06	68940000	68950000	4	1	1	4	5	2	1	1	2	1	2	5	4	1	5	1	4	1	5
chr06	68950000	68960000	8	0	0	8	9	8	0	0	1	0	1	8	8	0	8	0	8	0	8
chr06	68960000	68970000	2	0	0	2	2	1	0	0	0	0	0	2	2	0	2	0	2	0	2
chr06	68970000	68980000	3	0	0	3	3	1	0	0	0	0	0	4	3	0	3	0	4	0	3
chr06	68980000	68990000	2	0	0	2	1	0	0	0	1	0	1	1	2	0	2	0	2	0	1
chr06	68990000	69000000	2	0	0	2	2	1	0	0	0	0	0	3	2	0	2	0	2	0	2
chr06	69000000	69010000	1	0	0	1	1	2	0	0	2	0	2	1	1	0	1	0	3	0	1
chr06	69010000	69020000	5	1	1	5	6	7	1	1	2	1	2	5	5	1	5	1	4	1	5
chr06	69020000	69030000	5	2	2	5	5	4	2	2	2	2	2	5	5	2	5	2	9	2	5
chr06	69030000	69040000	4	0	0	4	4	1	0	0	0	0	0	4	4	0	4	0	6	0	4
chr06	69040000	69050000	2	0	0	2	2	2	0	0	0	0	0	1	2	0	2	1	3	0	1
chr06	69050000	69060000	2	0	0	2	2	4	0	0	0	0	0	2	2	0	2	0	1	0	3
chr06	69060000	69070000	2	0	0	2	2	0	0	0	0	0	0	2	2	0	2	0	2	0	2
chr06	69070000	69080000	2	0	0	2	2	2	0	0	1	0	1	2	2	0	2	0	3	0	2
chr06	69080000	69090000	4	0	0	4	4	1	0	0	0	0	0	4	4	0	4	0	4	0	4
chr06	69090000	69100000	2	1	1	2	2	1	1	1	1	1	1	2	2	1	2	1	2	1	2
chr06	69100000	69110000	4	0	0	4	4	4	0	0	1	0	1	4	4	0	4	0	5	0	4
chr06	69110000	69120000	5	1	0	5	5	3	0	1	3	1	3	6	5	1	5	1	8	1	5
chr06	69120000	69130000	2	0	0	2	2	1	0	0	0	0	0	2	2	0	2	0	3	0	2
chr06	69130000	69140000	2	0	0	2	2	1	0	0	0	0	0	2	2	0	2	0	5	0	2
chr06	69140000	69150000	1	0	0	1	1	0	0	0	0	0	0	2	1	0	1	0	1	0	1
chr06	69150000	69160000	6	1	3	6	6	3	1	1	1	1	2	6	6	2	6	1	5	1	6
chr06	69160000	69170000	4	0	0	4	3	0	0	0	0	0	0	4	4	0	4	0	5	0	3
chr06	69170000	69180000	6	0	0	6	6	1	0	0	2	0	2	6	6	0	6	0	6	0	6
chr06	69180000	69190000	3	0	0	3	2	1	0	0	0	0	0	2	3	0	3	0	2	0	2
chr06	69190000	69200000	8	5	5	8	7	6	5	5	5	5	5	7	8	5	8	5	10	5	7
chr06	69200000	69210000	6	4	4	6	6	5	4	4	4	4	4	6	6	4	6	4	5	4	6
chr06	69210000	69220000	5	2	2	5	5	2	2	2	2	2	2	5	5	2	5	2	5	2	5
chr06	69220000	69230000	7	4	5	7	8	5	5	4	5	4	5	8	6	4	7	4	10	4	8
chr06	69230000	69240000	8	4	4	8	8	8	4	4	5	4	5	8	8	4	8	4	8	4	8
chr06	69240000	69250000	9	4	4	9	9	5	4	4	4	4	4	9	9	4	9	4	10	4	9
chr06	69250000	69260000	5	0	0	5	4	2	0	0	0	0	0	4	5	0	5	0	4	0	4
chr06	69260000	69270000	5	0	0	5	6	1	0	0	1	0	1	5	5	0	5	0	4	0	5
chr06	69270000	69280000	4	1	1	4	4	2	1	1	1	1	1	5	4	1	4	1	4	1	4
chr06	69280000	69290000	4	0	0	4	4	2	0	0	0	0	0	5	4	0	4	0	5	0	4
chr06	69290000	69300000	1	0	0	1	1	2	0	0	0	0	0	1	1	0	1	0	2	0	1
chr06	69300000	69310000	4	0	1	4	4	2	1	0	0	0	0	5	4	0	4	1	5	1	4
chr06	69310000	69320000	1	0	0	1	1	2	0	0	0	0	0	1	1	0	1	0	5	0	1
chr06	69320000	69330000	4	1	1	4	4	3	1	1	1	1	1	3	4	1	4	1	4	1	4
chr06	69330000	69340000	5	0	0	5	5	3	0	0	1	0	0	5	5	0	5	0	5	0	5
chr06	69340000	69350000	1	0	0	1	1	2	0	0	1	0	1	1	1	0	1	0	1	0	1
chr06	69350000	69360000	2	0	0	2	2	1	0	0	0	0	0	3	2	0	2	0	1	0	2
chr06	69360000	69370000	3	0	0	3	4	2	0	1	0	0	0	3	3	0	3	0	4	0	3
chr06	69370000	69380000	2	0	0	2	2	3	0	0	0	0	0	3	2	0	2	0	4	0	2
chr06	69380000	69390000	5	0	0	5	5	1	0	0	0	0	0	5	5	0	5	0	2	0	5
chr06	69390000	69400000	4	0	0	4	4	0	0	0	0	0	0	4	4	0	4	0	5	0	4
chr06	69400000	69410000	2	0	0	2	2	1	0	0	0	0	0	4	2	0	2	0	3	0	3
chr06	69410000	69420000	1	0	0	1	2	0	0	0	0	0	0	1	1	0	1	0	2	0	1
chr06	69420000	69430000	7	2	2	7	7	6	2	2	2	2	2	8	7	2	7	2	5	2	7
chr06	69430000	69440000	3	1	0	3	3	2	0	0	0	0	0	3	3	0	3	0	2	0	3
chr06	69440000	69450000	8	0	0	8	8	2	0	0	1	0	1	8	8	0	8	0	8	0	8
chr06	69450000	69460000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr06	69460000	69470000	7	0	0	7	7	2	0	0	1	0	1	7	7	0	7	0	7	0	7
chr06	69470000	69480000	6	0	0	6	6	1	0	0	0	0	0	5	6	0	6	0	5	0	6
chr06	69480000	69490000	4	0	0	4	4	1	0	258	1	0	0	4	4	0	4	0	4	0	4
chr06	69490000	69500000	2	0	0	2	2	1	0	16	1	1	1	2	2	0	2	0	2	0	2
chr06	69500000	69510000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr06	69510000	69520000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr06	69520000	69530000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr06	69530000	69540000	1	1	1	0	1	1	1	403	2	1	2	1	1	1	1	1	1	1	2
chr06	69540000	69550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr06	69550000	69560000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr06	69560000	69570000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr06	69570000	69580000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr06	69580000	69590000	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0
chr06	69590000	69600000	1	0	0	1	1	1	0	9	0	0	1	1	1	0	1	0	1	0	1
chr06	69600000	69610000	2	0	0	2	2	1	0	73	0	0	0	2	2	0	2	0	3	0	2
chr06	69610000	69620000	5	0	0	5	5	2	0	49	1	0	1	5	5	0	5	0	3	0	5
chr06	69620000	69630000	4	1	1	4	4	2	1	1	2	1	2	4	4	1	4	1	4	1	4
chr06	69630000	69640000	3	0	0	3	3	1	0	0	2	0	2	4	3	0	3	0	4	0	3
chr06	69640000	69650000	3	0	0	3	3	3	0	0	3	0	3	4	3	0	3	0	4	0	3
chr06	69650000	69660000	2	0	0	2	2	1	0	0	1	0	1	2	2	0	2	0	2	0	2
chr06	69660000	69670000	2	0	0	2	2	1	0	0	0	0	0	3	2	0	2	0	4	0	2
chr06	69670000	69680000	5	0	0	5	5	1	0	0	1	0	1	5	5	0	5	0	4	0	5
chr06	69680000	69690000	3	0	0	3	3	1	0	0	0	0	0	3	3	0	3	0	3	0	3
chr06	69690000	69700000	5	1	1	5	5	1	1	1	3	1	3	5	5	1	5	1	5	1	5
chr06	69700000	69710000	3	0	0	3	3	1	0	0	0	0	0	3	3	0	3	0	5	0	3
chr06	69710000	69720000	2	0	0	2	2	0	0	0	0	0	0	2	2	0	2	0	2	0	2
chr06	69720000	69730000	5	0	0	5	5	4	0	0	1	0	1	5	5	0	5	0	9	0	5
chr06	69730000	69740000	6	0	0	6	5	3	0	0	0	0	0	4	6	0	6	0	4	0	5
chr06	69740000	69750000	7	2	2	7	6	2	2	2	2	2	2	7	7	2	7	2	7	2	7
chr06	69750000	69760000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr06	69760000	69770000	3	0	0	3	3	2	0	0	0	0	0	3	3	0	3	0	2	0	3
chr06	69770000	69780000	1	0	0	1	1	1	0	0	0	0	0	1	1	0	2	0	2	0	1
chr06	69780000	69790000	2	0	0	2	2	0	0	0	0	0	0	2	2	0	2	0	3	0	2
chr06	69790000	69800000	7	0	1	7	7	2	1	0	1	0	1	8	7	0	7	1	9	1	7
chr06	69800000	69810000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
chr06	69810000	69820000	2	0	0	2	2	2	0	0	1	0	1	1	2	0	3	0	2	0	2
chr06	69820000	69830000	2	0	0	2	3	2	0	0	0	0	0	2	2	0	2	0	2	0	2
chr06	69830000	69840000	3	2	2	3	3	3	2	2	2	2	2	3	3	2	3	2	2	2	3
chr06	69840000	69850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr06	69850000	69860000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr06	69860000	69870000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr06	69870000	69880000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr06	69880000	69890000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr06	69890000	69900000	3	0	0	3	3	2	0	0	0	0	0	3	3	0	3	0	2	0	3
chr06	69900000	69910000	1	0	0	1	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1
chr06	69910000	69920000	6	2	2	5	5	4	2	1	3	2	3	5	5	2	5	1	5	1	5
chr06	69920000	69930000	1	0	0	1	1	2	0	0	0	0	0	1	1	0	1	0	1	0	1
chr06	69930000	69940000	4	0	0	4	4	1	0	0	0	0	0	4	4	0	4	0	4	0	4
chr06	69940000	69950000	2	0	0	2	2	0	0	0	0	0	0	2	2	0	2	0	5	0	1
chr06	69950000	69960000	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1
chr06	69960000	69970000	4	1	1	4	4	0	1	1	2	1	2	4	4	1	4	1	6	1	4
chr06	69970000	69980000	3	1	0	3	3	0	0	0	0	0	0	2	4	0	3	1	2	0	3
chr06	69980000	69990000	4	0	0	4	4	0	0	0	0	0	0	4	4	0	4	0	1	0	4
chr06	69990000	70000000	5	0	0	5	5	2	0	0	0	0	0	5	5	0	5	0	42	0	5
chr06	70000000	70010000	2	0	0	2	2	0	0	0	0	0	0	2	2	0	2	0	3	0	2
chr06	70010000	70020000	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	1	0	1
chr06	70020000	70030000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
chr06	70030000	70040000	5	0	0	5	5	2	0	0	0	0	0	5	5	0	5	1	4	0	5
chr06	70040000	70050000	2	0	0	2	2	0	0	0	0	0	0	2	2	0	2	0	2	0	2
chr06	70050000	70060000	5	0	0	5	5	3	0	0	3	0	3	5	5	0	5	0	3	0	5
chr06	70060000	70070000	2	0	0	2	2	1	0	0	1	0	1	3	2	0	2	0	4	0	2
chr06	70070000	70080000	3	0	0	3	3	1	0	0	0	0	0	3	3	0	3	0	4	0	3
chr06	70080000	70090000	5	1	1	5	5	0	1	1	1	1	1	5	5	1	5	1	4	1	5
chr06	70090000	70100000	4	1	1	4	4	4	1	1	1	1	1	4	4	1	4	1	4	1	4
chr06	70100000	70110000	4	0	1	4	4	4	1	0	3	0	3	4	4	0	4	1	5	1	4
chr06	70110000	70120000	2	0	0	2	2	1	1	0	0	0	0	3	2	0	2	1	2	1	2
chr06	70120000	70130000	5	1	0	5	4	1	1	0	1	0	1	4	4	1	4	0	5	1	4
chr06	70130000	70140000	2	0	1	2	2	1	0	0	0	0	0	2	2	0	2	0	2	0	2
chr06	70140000	70150000	2	0	0	2	2	1	0	0	0	0	0	2	3	0	2	0	2	0	2
chr06	70150000	70160000	2	0	0	2	2	2	0	0	0	0	0	2	2	0	2	0	3	0	2
chr06	70160000	70170000	6	0	0	6	6	2	0	0	0	0	0	6	6	0	6	0	7	0	6
chr06	70170000	70180000	1	0	0	1	1	1	0	0	0	0	0	1	1	0	1	0	1	0	1
chr06	70180000	70190000	1	0	0	1	1	2	0	0	0	0	0	1	1	0	1	0	1	0	1
chr06	70190000	70200000	6	0	0	6	6	2	0	0	0	0	0	6	6	0	6	0	5	0	6
chr06	70200000	70210000	1	0	0	1	1	2	0	0	1	0	1	1	1	0	1	0	2	0	1
chr06	70210000	70220000	2	0	0	2	2	3	0	0	0	0	0	2	2	0	2	0	2	0	2
chr06	70220000	70230000	4	1	1	4	4	4	1	1	1	1	1	4	4	1	4	1	2	1	4
chr06	70230000	70240000	4	0	0	4	4	3	0	0	0	0	0	4	4	0	4	0	6	0	4
chr06	70240000	70250000	5	0	0	5	5	2	0	0	1	0	1	5	5	0	5	0	4	0	5
chr06	70250000	70260000	3	1	1	3	3	2	1	1	1	1	1	2	3	1	3	1	3	1	3
chr06	70260000	70270000	1	0	0	1	1	0	0	0	0	0	0	1	1	0	2	0	4	0	1
chr06	70270000	70280000	3	0	0	3	3	3	0	0	0	0	0	3	3	0	3	0	2	0	3
chr06	70280000	70290000	1	0	0	1	1	1	0	0	0	0	0	1	1	0	1	0	1	0	1
chr06	70290000	70300000	4	1	1	4	4	4	1	1	1	1	1	6	4	1	4	1	6	1	4
chr06	70300000	70310000	3	0	0	3	3	1	0	0	0	0	0	3	3	0	3	0	4	0	3
chr06	70310000	70320000	2	0	0	2	2	2	1	0	1	0	1	3	2	0	2	0	2	0	2
chr06	70320000	70330000	6	0	0	6	6	3	0	0	0	0	0	6	6	0	6	0	6	0	6
chr06	70330000	70340000	3	0	0	3	3	0	0	0	0	0	0	3	3	0	3	0	5	0	3
chr06	70340000	70350000	5	0	0	5	5	1	0	0	0	0	0	4	5	0	5	0	5	0	5
chr06	70350000	70360000	4	0	0	4	4	2	0	0	1	0	1	4	4	0	4	0	4	0	4
chr06	70360000	70370000	5	0	0	5	4	1	0	0	0	0	0	4	4	0	4	0	4	0	4
chr06	70370000	70380000	4	0	0	4	4	2	0	0	0	0	0	5	4	0	4	0	4	0	4
chr06	70380000	70390000	2	0	0	2	2	0	0	0	0	0	0	2	2	0	2	0	4	0	2
chr06	70390000	70400000	2	1	1	2	2	3	1	1	1	1	1	2	2	1	2	1	5	1	2
chr06	70400000	70410000	3	0	0	3	3	2	0	0	0	0	0	3	3	0	3	0	3	0	3
chr06	70410000	70420000	9	5	5	9	9	6	5	5	6	5	6	9	10	5	9	5	8	5	9
chr06	70420000	70430000	3	0	0	3	3	0	0	0	0	0	0	3	3	0	3	0	7	0	4
chr06	70430000	70440000	6	0	0	6	7	3	1	0	0	0	0	7	6	0	6	0	9	0	6
chr06	70440000	70450000	2	0	0	2	2	1	0	0	0	0	0	2	2	0	2	0	5	0	2
chr06	70450000	70460000	5	3	3	5	5	4	3	3	5	3	4	5	5	3	5	3	7	3	5
chr06	70460000	70470000	2	1	1	2	2	1	1	1	1	1	1	2	2	1	2	1	3	1	2
chr06	70470000	70480000	3	1	1	3	3	2	1	1	1	1	1	3	3	1	3	1	2	1	3
chr06	70480000	70490000	7	4	4	7	7	6	4	4	4	4	4	7	7	4	7	4	7	4	7
chr06	70490000	70500000	6	3	3	6	6	4	3	3	4	3	4	6	6	3	6	3	5	3	6
chr06	70500000	70510000	4	0	0	4	4	1	0	0	1	0	1	3	4	0	4	0	4	0	4
chr06	70510000	70520000	4	0	0	4	5	0	0	0	1	0	1	4	4	0	4	0	5	0	5
chr06	70520000	70530000	2	0	0	2	2	2	0	0	0	0	0	2	2	0	2	0	0	0	2
chr06	70530000	70540000	2	0	0	2	2	0	0	0	0	0	0	2	2	0	2	0	3	0	2
chr06	70540000	70550000	5	0	0	5	5	3	0	0	1	0	1	5	5	0	5	0	4	0	5
chr06	70550000	70560000	2	0	0	2	2	0	0	0	0	0	0	2	2	0	2	0	1	0	2
chr06	70560000	70570000	1	0	0	1	2	0	0	0	1	0	1	1	1	0	1	0	2	0	1
chr06	70570000	70580000	2	0	0	2	2	1	0	0	1	0	1	2	2	0	2	0	2	0	3
chr06	70580000	70590000	2	0	0	2	2	0	0	0	0	0	0	2	2	0	2	0	2	0	2
